id,name,bounty,crew,fruit,status,job,emperor,bounty_human_readable,bounty_category
562,Mononosuké Kozuki,0,Pays des Wa, Artificial demon fruit from Vegapunk,living,Shogun,Não,Não tem recompensa,Sem recompensa
563,Hiyori Kozuki,0,Pays des Wa,Não tem,living,Courtesan,Não,Não tem recompensa,Sem recompensa
564,Kinémon,0,Pays des Wa,Fruit of the Garment,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
565,Denjiro,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
566,Izo,510000000,Pays des Wa,Não tem,Morto,Red sheaths,Não,510 milhão(ões) de berries,Milhões
567,Kikunojo,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
568,Raizo,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
569,Ashura Doji,0,Pays des Wa,Não tem,Morto,Red sheaths,Não,Não tem recompensa,Sem recompensa
570,Kawamatsu,0,Pays des Wa,Não tem,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
571,Shinobu,0,Pays des Wa,Fruit of Maturation,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
572,Orochi Kurozumi,0,Pays des Wa,"Fruit of the Reptile, eight-headed dragon version",Morto,Shogun,Não,Não tem recompensa,Sem recompensa
573,Kanjuro Kurozumi,0,Pays des Wa,Fruit of the Brush,living,Red sheaths,Não,Não tem recompensa,Sem recompensa
574,Semimaru Kurozumi,0,Pays des Wa,Fruit of the Barrier,Morto,Kurozumo clan,Não,Não tem recompensa,Sem recompensa
575,Higurashi Kurozumi,0,Pays des Wa,Travesti-Fruit,Morto,Kurozumo clan,Não,Não tem recompensa,Sem recompensa
576,Ryuma Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
577,Yasui Shimotsuki,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
578,Toko,0,Pays des Wa,Não tem,Morto,Shimotsuki clan,Não,Não tem recompensa,Sem recompensa
579,Onimaru,0,Pays des Wa,"Fruit of the Human, Onyudo version",living,Resident,Não,Não tem recompensa,Sem recompensa
580,Hyogoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the capital of flowers,Não,Não tem recompensa,Sem recompensa
581,Omasa,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Udon region,Não,Não tem recompensa,Sem recompensa
582,Tsunagoro,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Hakumai region,Não,Não tem recompensa,Sem recompensa
583,Cho,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Ringo region,Não,Não tem recompensa,Sem recompensa
584,Yatappé,0,Pays des Wa,Não tem,living,head of a yakuza clan in the Kibi region,Não,Não tem recompensa,Sem recompensa
585,Tama,0,Pays des Wa,Millet fruit,living,Resident,Não,Não tem recompensa,Sem recompensa
586,Tsurujo,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
587,Komachiyo,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
588,Baboumaru,0,Pays des Wa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
589,Bunbuku,0,Pays des Wa,"Canid Fruit, Tanuki version",living,Resident,Não,Não tem recompensa,Sem recompensa
590,Yamato,0,Pays des Wa,"Fruit of the Canid, Divine Wolf version",living,Resident,Não,Não tem recompensa,Sem recompensa
591,Rock,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não,20 milhão(ões) de berries,Milhões
592,Scotch,20000000,Punk Hazard,Não tem,living,Yeti Cool Brothers,Não,20 milhão(ões) de berries,Milhões
593,Smiley,0,Punk Hazard,"Fruit of the Salamander, Axolotl version",Morto,Resident,Não,Não tem recompensa,Sem recompensa
594,Riku Dold III,0,Dressrosa,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
595,Scarlett,0,Dressrosa,Não tem,Morto,Princess,Não,Não tem recompensa,Sem recompensa
596,Kyros,0,Dressrosa,Não tem,living,Commander-in-Chief,Não,Não tem recompensa,Sem recompensa
597,Viola,0,Dressrosa,Fruit of the Eye,living,Princess,Não,Não tem recompensa,Sem recompensa
598,Rebecca,0,Dressrosa,Não tem,living,Next,Não,Não tem recompensa,Sem recompensa
599,Gatz,0,Dressrosa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
600,Tank Lepanto,0,Dressrosa,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
601,Guncho,0,Green Bit,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
602,Manshelly,0,Green Bit,Fruit of Healing,living,Princess,Não,Não tem recompensa,Sem recompensa
603,Zunesh,0,Zo,Não tem,living,,Não,Não tem recompensa,Sem recompensa
604,Bêgis Khan,0,Zo,Não tem,living,Lord,Não,Não tem recompensa,Sem recompensa
605,Caborage,0,Zo,Não tem,living,Day Lord / Red Sheaths,Não,Não tem recompensa,Sem recompensa
606,Chavipère,0,Zo,Não tem,living,Seigneur Nocture / Fourreaux Rouges,Não,Não tem recompensa,Sem recompensa
607,Sicilion,0,Zo,Não tem,living,Captain of the Musketeers unit,Não,Não tem recompensa,Sem recompensa
608,Cancelot,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
609,Giovanni,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
610,Wanda,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
611,Carrot,0,Zo,Não tem,living,Musketeer unit,Não,Não tem recompensa,Sem recompensa
612,Pedro,0,Zo,Não tem,Morto,Musketeer unit,Não,Não tem recompensa,Sem recompensa
613,Elizabello II,0,Royaume de Prodence,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
614,Dagama,0,Royaume de Prodence,Não tem,living,Strategist,Não,Não tem recompensa,Sem recompensa
615,Kelly Funk,57000000,Royaume de Mogalo,Fruit de la Pelisse,living,Assassin,Não,57 milhão(ões) de berries,Milhões
616,Bobby Funk,36000000,Royaume de Mogalo,Não tem,living,Assassin,Não,36 milhão(ões) de berries,Milhões
617,Judge Vinsmoke,0,Royaume de Germa,Não tem,living,Sovereign,Não,Não tem recompensa,Sem recompensa
618,Sora Vinsmoke,0,Royaume de Germa,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
619,Reiju Vinsmoke,0,Royaume de Germa,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
620,Ichiji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
621,Niji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
622,Yonji Vinsmoke,0,Royaume de Germa,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
623,Marco,1374000000,Sphinx,Phoenix Fruit,living,Sphinx (doctor) / Command 1st Whitebeard Fleet,Não,1 bilhão(ões) de berries,Bilhões
624,Gan Forr,0,Skypiea,Não tem,living,God,Não,Não tem recompensa,Sem recompensa
625,Pierre,0,Skypiea,Horse Fruit,living,Resident,Não,Não tem recompensa,Sem recompensa
626,Conis,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
627,Pagaya,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
628,Amazon,0,Skypiea,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
629,Chef Shandia,0,Skypiea,Não tem,living,Resident / Shandia tribe (chief),Não,Não tem recompensa,Sem recompensa
630,Wiper,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
631,Kamakiri,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
632,Braham,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
633,Genbo,0,Skypiea,Não tem,living,Divine Guard / Shandia Tribe,Não,Não tem recompensa,Sem recompensa
634,Laki,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
635,Aisa,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
636,Nora,0,Skypiea,Não tem,living,Resident / Shandia tribe,Não,Não tem recompensa,Sem recompensa
637,Calgara,0,Skypiea,Não tem,Morto,Shandia tribe,Não,Não tem recompensa,Sem recompensa
638,Om,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Iron ordalia),Não,Não tem recompensa,Sem recompensa
639,Satori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the Balloon Ordinary),Não,Não tem recompensa,Sem recompensa
640,Shura,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (Prelate of the ordination of sons),Não,Não tem recompensa,Sem recompensa
641,Yama,0,Skypiea,Não tem,living,Skypiea (exile) / Clan Ener (captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
642,Hotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
643,Kotori,0,Skypiea,Não tem,living,Skypiea (exiled) / Clan Ener (vice captain of the sacred guard),Não,Não tem recompensa,Sem recompensa
644,Haredas,0,Weatheria,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
645,Neptune,0,Île des hommes-poissons,Não tem,living,Monarch,Não,Não tem recompensa,Sem recompensa
646,Otohime,0,Île des hommes-poissons,Não tem,Morto,Queen,Não,Não tem recompensa,Sem recompensa
647,Fukaboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
648,Ryuboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
649,Mamboshi,0,Île des hommes-poissons,Não tem,living,Prince,Não,Não tem recompensa,Sem recompensa
650,Shirahoshi,0,Île des hommes-poissons,Não tem,living,Princess,Não,Não tem recompensa,Sem recompensa
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Minister Sénestre,Não,Não tem recompensa,Sem recompensa
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Minister Dextre,Não,Não tem recompensa,Sem recompensa
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Owner Café des Sirènes,Não,Não tem recompensa,Sem recompensa
656,Keimi,0,Île des hommes-poissons,Não tem,living,Café des Sirènes employee,Não,Não tem recompensa,Sem recompensa
657,Pappag,0,Île des hommes-poissons,Não tem,living,"Founder / Designer of the ""Criminal"" brand",Não,Não tem recompensa,Sem recompensa
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Takoyaki merchant,Não,8 milhão(ões) de berries,Milhões
659,Den,0,Île des hommes-poissons,Não tem,living,Carpenter,Não,Não tem recompensa,Sem recompensa
660,Ener,0,La lune,Fulguro-Fruit,living,Manager,Não,Não tem recompensa,Sem recompensa
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Commander-in-Chief,Não,Não tem recompensa,Sem recompensa
662,Sabo,602000000,Armée Révolutionnaire,Pyro-Fruit,living,Chief of Staff,Não,602 milhão(ões) de berries,Milhões
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Fruit of Hormones,living,Command of troop G,Não,100 milhão(ões) de berries,Milhões
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""Septentrionale"" troop",Não,400 milhão(ões) de berries,Milhões
665,Belo Betty,457000000,Armée Révolutionnaire,Fruit of Exaltation,living,"Commander of the ""Oriental"" troop",Não,457 milhão(ões) de berries,Milhões
666,Morley,293000000,Armée Révolutionnaire,Fruit of the Pousse-Pousse,living,"Western"" troop commander",Não,293 milhão(ões) de berries,Milhões
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""southern"" troop",Não,316 milhão(ões) de berries,Milhões
668,Inazuma,100000000,Armée Révolutionnaire,Fruit of the Scissors,living,"Sub-Commander of ""G"" Troop",Não,100 milhão(ões) de berries,Milhões
669,Canard,0,Armée Révolutionnaire,Não tem,living,"Commander of the ""Oriental"" troop",Não,Não tem recompensa,Sem recompensa
670,Koala,0,Armée Révolutionnaire,Não tem,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
671,Hack,0,Armée Révolutionnaire,Não tem,living,Private,Não,Não tem recompensa,Sem recompensa
672,Zala,35000000,Anciens membres du Baroque Works,Sea Urchin Fruit,living,Special Agent,Não,35 milhão(ões) de berries,Milhões
673,Bentham,32000000,Anciens membres du Baroque Works,Travesti-Fruit,living,Special Agent,Não,32 milhão(ões) de berries,Milhões
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,29 milhão(ões) de berries,Milhões
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não,3 milhão(ões) de berries,Milhões
676,Lassou,0,Anciens membres du Baroque Works,"Fruit of the Canid, Basset version",living,Special Agent,Não,Não tem recompensa,Sem recompensa
677,Drophy,14000000,Anciens membres du Baroque Works,Digging Fruit,living,Special Agent,Não,14 milhão(ões) de berries,Milhões
678,Gemme,10000000,Anciens membres du Baroque Works,Fruit Boum-Boum,living,Special Agent,Não,10 milhão(ões) de berries,Milhões
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo-Kilo Fruit,living,Special Agent,Não,8 milhão(ões) de berries,Milhões
680,Jabura,0,Anciens membres du Cipher Pol,"Fruit of the Canid, Wolf version",living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
681,Blueno,0,Anciens membres du Cipher Pol,Fruit of the Porter,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
684,Kalifa,0,Anciens membres du Cipher Pol,Fruit des Bulles,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não,Não tem recompensa,Sem recompensa
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Frost Fruit,living,Admiral,Não,Não tem recompensa,Sem recompensa
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
689,Bellamy,195000000,Don Quixote's crew,Fruit of the Spring,living,Private,Não,195 milhão(ões) de berries,Milhões
690,Bartholomew Kuma,296000000,Esclave,Fruit of the Pads,living,Lieutenant,Não,296 milhão(ões) de berries,Milhões
691,César Clown,300000000,Punk Hazard,Fruit of the Gas,living,,Não,300 milhão(ões) de berries,Milhões
692,Morgans,0,World Economic Journal,"Fruit du Volatile, Albatross version",living,World Economic Journal (boss),Não,Não tem recompensa,Sem recompensa
693,El Gorago,10000000,Sem tripulação,Fruit of the Vocalise,living,Captain,Não,10 milhão(ões) de berries,Milhões
694,Golass,8000000,Sem tripulação,Não tem,living,Captain,Não,8 milhão(ões) de berries,Milhões
695,Tobio,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
696,Ganzo,0,Sem tripulação,Não tem,living,,Não,Não tem recompensa,Sem recompensa
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Captain,Não,60 milhão(ões) de berries,Milhões
698,Bear King,11600000,The Trump Pirates crew,Unbreakable Fruit,living,Captain,Não,12 milhão(ões) de berries,Milhões
699,Honey Queen,7800000,The Trump Pirates crew,Fruit of Dissolution,living,,Não,8 milhão(ões) de berries,Milhões
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,,Não,10 milhão(ões) de berries,Milhões
701,Boo Jack,3200000,The Trump Pirates crew,Não tem,living,,Não,3 milhão(ões) de berries,Milhões
702,Skunk One,6000000,The Trump Pirates crew,Não tem,living,,Não,6 milhão(ões) de berries,Milhões
703,Borodo,0,Frères Voleurs,Não tem,living,,Não,Não tem recompensa,Sem recompensa
704,Akisu,0,Frères Voleurs,Não tem,living,,Não,Não tem recompensa,Sem recompensa
705,Bulter,14900000,Sem tripulação,Não tem,living,Earl Butler,Não,15 milhão(ões) de berries,Milhões
706,Hotdog,4000000,Sem tripulação,Não tem,living,General Hotdog,Não,4 milhão(ões) de berries,Milhões
707,Mobambi,0,Sem tripulação,Não tem,living,King,Não,Não tem recompensa,Sem recompensa
708,Heaby,4200000,Sem tripulação,Não tem,living,Chairman Heaby,Não,4 milhão(ões) de berries,Milhões
709,Général Gasparde,95000000,Gasparde's crew,Candy Fruit,living,Captain,Não,95 milhão(ões) de berries,Milhões
710,Needless,57000000,Gasparde's crew,Não tem,living,,Não,57 milhão(ões) de berries,Milhões
711,Biera,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
712,Shuraiya Bascùd,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
713,Adelle Bascùd,0,Gasparde's crew,Não tem,living,,Não,Não tem recompensa,Sem recompensa
714,Saga,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
715,Toma,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
716,Bismarck,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
717,Boo Kong,0,Île d'Asuka,Não tem,living,,Não,Não tem recompensa,Sem recompensa
718,Maya,0,Île d'Asuka,Não tem,living,Priestess,Não,Não tem recompensa,Sem recompensa
719,Izaya,0,Île d'Asuka,Não tem,living,Priestess,Não,Não tem recompensa,Sem recompensa
720,Lacos,0,Île d'Asuka,Não tem,living,Chief Warrior,Não,Não tem recompensa,Sem recompensa
721,Omatsuri,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
722,Lily Carnation,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não,Não tem recompensa,Sem recompensa
723,Papa,0,Pirate au foyer,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
724,Brief,0,Pirate Moustachus,Não tem,unknown,Captain,Não,Não tem recompensa,Sem recompensa
725,Ratchet,0,Île de Mecha,Não tem,living,Feudal lord,Não,Não tem recompensa,Sem recompensa
726,Honki,0,Île de Mecha,Não tem,living,Colonel,Não,Não tem recompensa,Sem recompensa
727,Maji,0,Île de Mecha,Não tem,living,General,Não,Não tem recompensa,Sem recompensa
728,Roba,0,Île de Mecha,Não tem,living,Resident,Não,Não tem recompensa,Sem recompensa
729,Musshul,0,Royaume maléfique de Black Drum,Chamquipue fruit,living,Prince,Não,Não tem recompensa,Sem recompensa
730,Scarlett,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
731,Billy,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
732,Xiao,0,The crew of the Lion d'Or,Não tem,living,,Não,Não tem recompensa,Sem recompensa
733,Schneider,0,The Schneider Pirates crew,Não tem,living,Captain,Não,Não tem recompensa,Sem recompensa
734,Buzz,0,The Schneider Pirates crew,"Fruit of the Volatile, Eagle version",living,,Não,Não tem recompensa,Sem recompensa
735,Zéphyr,0,Néo Marine,Não tem,Morto,Chef,Não,Não tem recompensa,Sem recompensa
736,Ain,0,Néo Marine,Fruit Jeune-Jeune,living,Vice-Admiral,Não,Não tem recompensa,Sem recompensa
737,Bins,0,Néo Marine,Fluffy Fruit,living,Lieutenant,Não,Não tem recompensa,Sem recompensa
