id,name,bounty,crew,fruit,status,occupation,emperor
154,Charlotte Joconde,0,Big Mom's crew,Não tem,living,Outro,Não
155,Charlotte Raisin,0,Big Mom's crew,Não tem,living,Outro,Não
156,Charlotte Panna,0,Big Mom's crew,Não tem,living,Outro,Não
157,Charlotte Mascarpone,0,Big Mom's crew,Não tem,living,Outro,Não
158,Charlotte Joscarpone,0,Big Mom's crew,Não tem,living,Outro,Não
159,Charlotte Yu Yuan,0,Big Mom's crew,Não tem,living,Outro,Não
160,Charlotte Newichi,0,Big Mom's crew,Não tem,living,Outro,Não
161,Charlotte Newji,0,Big Mom's crew,Não tem,living,Outro,Não
162,Charlotte Newsan,0,Big Mom's crew,Não tem,living,Outro,Não
163,Charlotte Newshi,0,Big Mom's crew,Fruit of the Mix,living,Outro,Não
164,Charlotte Newgo,0,Big Mom's crew,Não tem,living,Outro,Não
165,Charlotte Muscade,0,Big Mom's crew,Não tem,living,Outro,Não
166,Charlotte Muscadia,0,Big Mom's crew,Não tem,living,Outro,Não
167,Charlotte Muscadelle,0,Big Mom's crew,Não tem,living,Outro,Não
168,Charlotte Muscadine,0,Big Mom's crew,Não tem,living,Outro,Não
169,Charlotte Muscadette,0,Big Mom's crew,Não tem,living,Outro,Não
170,Charlotte Nougat,0,Big Mom's crew,Não tem,living,Outro,Não
171,Charlotte Anglais,0,Big Mom's crew,Não tem,living,Outro,Não
172,Charlotte Wafers,0,Big Mom's crew,Não tem,living,Outro,Não
173,Charlotte Wiro,0,Big Mom's crew,Não tem,living,Outro,Não
174,Charlotte De-Chat,0,Big Mom's crew,Não tem,living,Outro,Não
175,Charlotte Normande,0,Big Mom's crew,Não tem,living,Outro,Não
176,Charlotte Dolce,0,Big Mom's crew,Não tem,living,Outro,Não
177,Charlotte Dragée,0,Big Mom's crew,Não tem,living,Outro,Não
178,Charlotte Anana,0,Big Mom's crew,Não tem,living,Outro,Não
179,Pekoms,330000000,Big Mom's crew,Turtle Fruit,living,Outro,Não
180,Delœuf,429000000,Big Mom's crew,Fruit of the Egg,living,Outro,Não
181,Boddin,155000000,Big Mom's crew,Não tem,living,Outro,Não
182,Streusen,0,Big Mom's crew,Fruit of the Cook,living,Outro,Não
183,Prométhée,0,Big Mom's crew,Não tem,living,Outro,Não
184,Napoléon,0,Big Mom's crew,Não tem,living,Outro,Não
185,Héra,0,Big Mom's crew,Não tem,living,Outro,Não
186,Kingbaum,0,Big Mom's crew,Não tem,Morto,Outro,Não
187,Kaido,4611100000,The Hundred Beasts crew,"Fruit of the Fish, Azure Dragon version",living,Outro,Não
188,King,1390000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pteranodon version",living,Outro,Não
189,Queen,1320000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Brachiosaurus version",living,Outro,Não
190,Jack,1000000000,The Hundred Beasts crew,"Fruit of the Pachyderm, Mammoth version",living,Outro,Não
191,Page One,290000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Spinosaurus version",living,Outro,Não
192,Ulti,400000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Pachycephalosaurus version",living,Outro,Não
193,Who’s Who,546000000,The Hundred Beasts crew,"Fruit du Félin, saber-toothed tiger version",living,Outro,Não
194,Black Maria,480000000,The Hundred Beasts crew,"Spider fruit, Rosamygale grauvogeli version",living,Outro,Não
195,Sasaki,472000000,The Hundred Beasts crew,"Fruit of the Dinosaur, Triceratops version",living,Outro,Não
196,Sheep’s Head,0,The Hundred Beasts crew,Sheep SMILE,living,Outro,Não
197,Basil Hawkins,320000000,The Hundred Beasts crew,Fruit de la Paille,living,Outro,Não
198,Holdem,0,The Hundred Beasts crew,Lion SMILE,living,Outro,Não
199,Speed,0,The Hundred Beasts crew,Horse SMILE,living,Outro,Não
200,Trouduc,0,The Hundred Beasts crew,SMILE of the scorpion,living,Outro,Não
201,Pouilleux,0,The Hundred Beasts crew,SMILE of the elephant,living,Outro,Não
202,Solitaire,0,The Hundred Beasts crew,Monkey SMILE,living,Outro,Não
203,Bao Huang,0,The Hundred Beasts crew,Flying Squirrel SMILE,living,Outro,Não
204,Ginrummy,0,The Hundred Beasts crew,Não tem,living,Outro,Não
205,Plouf,0,The Hundred Beasts crew,Hippopotamus SMILE,living,Outro,Não
206,Briscola,0,The Hundred Beasts crew,Gorilla SMILE,living,Outro,Não
207,Fourtricks,0,The Hundred Beasts crew,SMILE du coq,living,Outro,Não
208,Hamlet,0,The Hundred Beasts crew,Giraffe SMILE,living,Outro,Não
209,Mizerka,0,The Hundred Beasts crew,Gorilla SMILE,living,Outro,Não
210,Poker,0,The Hundred Beasts crew,Rattlesnake SMILE,living,Outro,Não
211,Batman,0,The Hundred Beasts crew,Bat SMILE,living,Outro,Não
212,Gazelleman,0,The Hundred Beasts crew,SMILE de gazelle,living,Outro,Não
213,Mouseman,0,The Hundred Beasts crew,Mouse SMILE,living,Outro,Não
214,Snakeman,0,The Hundred Beasts crew,SMILE of snake,living,Outro,Não
215,Rabitman,0,The Hundred Beasts crew,Rabbit SMILE,living,Outro,Não
216,Sarehebi,0,The Hundred Beasts crew,SMILE of snake,living,Outro,Não
217,Alpagaman,0,The Hundred Beasts crew,SMILE from alpaca,living,Outro,Não
218,Tatouman,0,The Hundred Beasts crew,Armadillo SMILE,living,Outro,Não
219,Dachoman,0,The Hundred Beasts crew,Ostrich SMILE,living,Outro,Não
220,Tenjo-Sagari,0,The Hundred Beasts crew,SMILE of the white snake,living,Outro,Não
221,Caimanlady,0,The Hundred Beasts crew,Caiman SMILE,living,Outro,Não
222,Nuré-Onna,0,The Hundred Beasts crew,SMILE of the scorpion,living,Outro,Não
223,Wa-Nyudo,0,The Hundred Beasts crew,Pug SMILE,living,Outro,Não
224,Inbi,0,The Hundred Beasts crew,Não tem,living,Outro,Não
225,Fuga,0,The Hundred Beasts crew,Não tem,living,Outro,Não
226,Zanki,0,The Hundred Beasts crew,Não tem,living,Outro,Não
227,Jaki,0,The Hundred Beasts crew,Não tem,living,Outro,Não
228,Goki,0,The Hundred Beasts crew,Não tem,living,Outro,Não
229,Rokki,0,The Hundred Beasts crew,Não tem,living,Outro,Não
230,Nangi,0,The Hundred Beasts crew,Não tem,living,Outro,Não
231,Hacha,0,The Hundred Beasts crew,Não tem,living,Outro,Não
232,Kunyun,0,The Hundred Beasts crew,Não tem,living,Outro,Não
233,Juki,0,The Hundred Beasts crew,Não tem,living,Outro,Não
234,Fukurokuju,0,The Hundred Beasts crew,Não tem,living,Outro,Não
235,Daikoku,0,The Hundred Beasts crew,Não tem,living,Outro,Não
236,Hanzo,0,The Hundred Beasts crew,Não tem,living,Outro,Não
237,Sarutobi,0,The Hundred Beasts crew,Não tem,living,Outro,Não
238,Kazekage,0,The Hundred Beasts crew,Não tem,living,Outro,Não
239,Jigoku Benten,0,The Hundred Beasts crew,Não tem,living,Outro,Não
240,Fujin,0,The Hundred Beasts crew,Não tem,living,Outro,Não
241,Raijin,0,The Hundred Beasts crew,Não tem,living,Outro,Não
242,Bishamon,0,The Hundred Beasts crew,Não tem,living,Outro,Não
243,Tohomé,0,The Hundred Beasts crew,Não tem,living,Outro,Não
244,Yazaémon,0,The Hundred Beasts crew,Não tem,living,Outro,Não
245,Hotei,0,The Hundred Beasts crew,Não tem,living,Outro,Não
246,Scratchmen Apoo,0,The Hundred Beasts crew,Fruit of the Sound,living,Outro,Não
247,Marchall D. Teach / Barbe Noire,2247600000,Blackbeard's crew,Fruit of Darkness,living,Outro,Não
248,Jesus Burgess,20000000,Blackbeard's crew,Fruit of strength,living,Outro,Não
249,Shiliew,0,Blackbeard's crew,Fruit of Invisibility,living,Outro,Não
250,Van Auger,64000000,Blackbeard's crew,Fruit of teleportation,living,Outro,Não
251,Avalo Pizarro,0,Blackbeard's crew,Island fruit,living,Outro,Não
252,Lafitte,42200000,Blackbeard's crew,Não tem,living,Outro,Não
253,Catarina Devon,0,Blackbeard's crew,"Fruit of the Canidae, Nine-tailed Fox version",living,Outro,Não
254,Sanjuan Wolf,0,Blackbeard's crew,The fruit of gigantism,living,Outro,Não
255,Vasco Shot,0,Blackbeard's crew,Fruit of the Gobbledygook,living,Outro,Não
256,Doc Q,72000000,Blackbeard's crew,Fruit of the disease,living,Outro,Não
257,Barbe Rose,52000000,Blackbeard's crew,Não tem,living,Outro,Não
258,Gol D. Roger,5564800000,The Pirates Roger crew,Não tem,Morto,Outro,Não
259,Silvers Rayleigh,0,The Pirates Roger crew,Não tem,living,Outro,Não
260,Scopper Gaban,0,The Pirates Roger crew,Não tem,living,Outro,Não
261,Seagull Guns Nozdon,0,The Pirates Roger crew,Não tem,living,Outro,Não
262,Taro,0,The Pirates Roger crew,Não tem,living,Outro,Não
263,Dringo,0,The Pirates Roger crew,Não tem,living,Outro,Não
264,Sanjuan Wolf,0,The Pirates Roger crew,Não tem,living,Outro,Não
265,Millet Pine,0,The Pirates Roger crew,Não tem,living,Outro,Não
266,Ganryu,0,The Pirates Roger crew,Não tem,living,Outro,Não
267,CB Galant,0,The Pirates Roger crew,Não tem,living,Outro,Não
268,Donquino,0,The Pirates Roger crew,Não tem,living,Outro,Não
269,Mr Momora,0,The Pirates Roger crew,Não tem,living,Outro,Não
270,Moon Isaac Jr.,0,The Pirates Roger crew,Não tem,living,Outro,Não
271,Yui,0,The Pirates Roger crew,Não tem,living,Outro,Não
272,Rangram,0,The Pirates Roger crew,Não tem,living,Outro,Não
273,Colonel Mugren,0,The Pirates Roger crew,Não tem,living,Outro,Não
274,Max Marks,0,The Pirates Roger crew,Não tem,living,Outro,Não
275,Spencer,0,The Pirates Roger crew,Não tem,living,Outro,Não
276,Bankro,0,The Pirates Roger crew,Não tem,living,Outro,Não
277,Blumarine,0,The Pirates Roger crew,Não tem,living,Outro,Não
278,Elio,0,The Pirates Roger crew,Não tem,living,Outro,Não
279,Rowing,0,The Pirates Roger crew,Não tem,living,Outro,Não
280,Jacsonbaner,0,The Pirates Roger crew,Não tem,living,Outro,Não
281,Yamon,0,The Pirates Roger crew,Não tem,living,Outro,Não
282,Arlong,20000000,The Arlong crew,Não tem,living,Outro,Não
283,Kuroobi,9000000,The Arlong crew,Não tem,living,Outro,Não
284,Smack,5500000,The Arlong crew,Não tem,living,Outro,Não
285,Yorki,0,The Rumbar crew,Não tem,Morto,Outro,Não
286,Madaisky Mizuta,0,The Rumbar crew,Não tem,Morto,Outro,Não
287,Mawaritovsky Mizuta,0,The Rumbar crew,Não tem,Morto,Outro,Não
288,Sarquiss,38000000,Equipage de Bellamy,Não tem,Morto,Outro,Não
289,Edward Newgate / Barbe Blanche,5046000000,Whitebeard's crew,Fruit of Trembling,Morto,Outro,Não
290,Portgas D. Ace,550000000,Whitebeard's crew,Pyro-Fruit,Morto,Outro,Não
291,Diamond Joz,0,Whitebeard's crew,Sparkling Fruit,living,Outro,Não
292,Thatch,0,Whitebeard's crew,Não tem,Morto,Outro,Não
293,Vista,0,Whitebeard's crew,Não tem,living,Outro,Não
294,Blamenco,0,Whitebeard's crew,Fruit de la Poche,living,Outro,Não
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Outro,Não
296,Blenheim,0,Whitebeard's crew,Não tem,living,Outro,Não
297,Curiel,0,Whitebeard's crew,Não tem,living,Outro,Não
298,Kingdew,0,Whitebeard's crew,Não tem,living,Outro,Não
299,Haruta,0,Whitebeard's crew,Não tem,living,Outro,Não
300,Atmos,0,Whitebeard's crew,Não tem,living,Outro,Não
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Outro,Não
302,Fossa,0,Whitebeard's crew,Não tem,living,Outro,Não
303,Izou,0,Whitebeard's crew,Não tem,Morto,Outro,Não
304,Doma,0,Whitebeard's crew,Não tem,living,Outro,Não
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Outro,Não
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Outro,Não
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Outro,Não
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Outro,Não
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Outro,Não
310,A.O,0,Whitebeard's crew,Não tem,living,Outro,Não
311,Karma,0,Whitebeard's crew,Não tem,living,Outro,Não
312,Elmy,0,Whitebeard's crew,Não tem,living,Outro,Não
313,Ramba,0,Whitebeard's crew,Não tem,living,Outro,Não
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Outro,Não
315,Zodia,0,Whitebeard's crew,Não tem,living,Outro,Não
316,Palms,0,Whitebeard's crew,Não tem,living,Outro,Não
317,Bizarre,0,Whitebeard's crew,Não tem,living,Outro,Não
318,Pavlik,0,Whitebeard's crew,Não tem,living,Outro,Não
319,Vitan,0,Whitebeard's crew,Não tem,living,Outro,Não
320,Islewan,0,Whitebeard's crew,Não tem,living,Outro,Não
321,Epoida,0,Whitebeard's crew,Não tem,living,Outro,Não
322,Kechatch,0,Whitebeard's crew,Não tem,living,Outro,Não
323,Choi,0,Whitebeard's crew,Não tem,living,Outro,Não
324,Arhur,0,Whitebeard's crew,Não tem,living,Outro,Não
325,Hangan,0,Whitebeard's crew,Não tem,living,Outro,Não
326,Reforte,0,Whitebeard's crew,Não tem,living,Outro,Não
327,Andre,0,Whitebeard's crew,Não tem,living,Outro,Não
328,Ninth,0,Whitebeard's crew,Não tem,living,Outro,Não
329,Blondie,0,Whitebeard's crew,Não tem,living,Outro,Não
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Outro,Não
331,Amadob,0,Whitebeard's crew,Não tem,living,Outro,Não
332,Baggaley,0,Whitebeard's crew,Não tem,living,Outro,Não
333,Wakkem,0,Whitebeard's crew,Não tem,living,Outro,Não
334,Brew,0,Whitebeard's crew,Não tem,living,Outro,Não
335,Brocca,0,Whitebeard's crew,Não tem,living,Outro,Não
336,Rush,0,Whitebeard's crew,Não tem,living,Outro,Não
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Outro,Não
338,Zucca,0,Whitebeard's crew,Não tem,living,Outro,Não
339,Cands,0,Whitebeard's crew,Não tem,living,Outro,Não
340,Kinga,0,Whitebeard's crew,Não tem,living,Outro,Não
341,Colscon,0,Whitebeard's crew,Não tem,living,Outro,Não
342,Agsilly,0,Whitebeard's crew,Não tem,living,Outro,Não
343,Julius,0,Whitebeard's crew,Não tem,living,Outro,Não
344,Happygun,0,Whitebeard's crew,Não tem,living,Outro,Não
345,Sleepy,0,Whitebeard's crew,Não tem,living,Outro,Não
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Outro,Não
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Outro,Não
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Outro,Não
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,Outro,Não
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,Outro,Não
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Outro,Não
359,Dosun,0,The New Fishmen crew,Não tem,living,Outro,Não
360,Zeo,0,The New Fishmen crew,Não tem,living,Outro,Não
361,Daruma,0,The New Fishmen crew,Não tem,living,Outro,Não
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Outro,Não
363,Hyozo,0,The New Fishmen crew,Não tem,living,Outro,Não
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Outro,Não
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Fruit du Fil,living,Outro,Não
366,Trébol,99000000,Don Quixote's crew,Poisse-Poisse fruit,living,Outro,Não
367,Diamante,99000000,Don Quixote's crew,Fruit of the Wind Thief,living,Outro,Não
368,Pica,99000000,Don Quixote's crew,Fruit de la Caillasse,living,Outro,Não
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Outro,Não
370,Sugar,0,Don Quixote's crew,Fruit du Joujou,living,Outro,Não
371,Jora,0,Don Quixote's crew,Fruit of Art,living,Outro,Não
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Outro,Não
373,Señor Pink,58000000,Don Quixote's crew,Fruit of the Barbotage,living,Outro,Não
374,Machvise,11000000,Don Quixote's crew,Fruit of the Tonne-Tonne,living,Outro,Não
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Outro,Não
376,Gladius,31000000,Don Quixote's crew,Fruit of the Paf-Paf,living,Outro,Não
377,Buffallo,0,Don Quixote's crew,Fruit of the whirlwind,living,Outro,Não
378,Monet,0,Don Quixote's crew,Fruit du Flocon,Morto,Outro,Não
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Outro,Não
380,Im Sama,0,Buggy's Delivery,Não tem,living,Outro,Não
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Outro,Não
386,Roswald,0,Dragon Célestes,Não tem,living,Outro,Não
387,Charloss,0,Dragon Célestes,Não tem,living,Outro,Não
388,Sharlia,0,Dragon Célestes,Não tem,living,Outro,Não
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,Outro,Não
390,Jalmack,0,Dragon Célestes,Não tem,living,Outro,Não
391,Guernica,0,Cipher Pol,Não tem,unknown,Outro,Não
392,Rob Lucci,0,Cipher Pol,Fruit of the Pachyderm,living,Outro,Não
393,Hittori,0,Cipher Pol,Não tem,living,Outro,Não
394,Spandam,0,Cipher Pol,Não tem,living,Outro,Não
395,Funckfreed,0,Cipher Pol,Fruit of the Pachyderm,living,Outro,Não
396,Kaku,0,Cipher Pol,"Fruit du Bovin, Giraffe version",living,Outro,Não
397,Stussy,0,Cipher Pol,Não tem,living,Outro,Não
398,Maha,0,Cipher Pol,Não tem,living,Outro,Não
399,Jerry,0,Cipher Pol,Não tem,living,Outro,Não
400,Wanzé,0,Cipher Pol,Não tem,living,Outro,Não
401,Bas,0,Enies Lobby,Não tem,living,Outro,Não
402,And,0,Enies Lobby,Não tem,living,Outro,Não
403,Kerville,0,Enies Lobby,Não tem,living,Outro,Não
404,Hannyabal,0,Impel Down,Não tem,living,Outro,Não
405,Magellan,0,Impel Down,Poison Fruit,living,Outro,Não
406,Domino,0,Impel Down,Não tem,living,Outro,Não
407,Saldeath,0,Impel Down,Não tem,living,Outro,Não
408,Sadi,0,Impel Down,Não tem,living,Outro,Não
409,Minotaure,0,Impel Down,Não tem,living,Outro,Não
410,Minokoala,0,Impel Down,Não tem,living,Outro,Não
411,Minorhinocéros,0,Impel Down,Não tem,living,Outro,Não
412,Minozèbre,0,Impel Down,Não tem,living,Outro,Não
413,Minochihuabua,0,Impel Down,Não tem,living,Outro,Não
414,Sakazuki / Akainu,0,Marine,Magma Fruit,living,Outro,Não
415,Borsalino / Kizaru,0,Marine,Luminescent Fruit,living,Outro,Não
416,Issho / Fujitora,0,Marine,Fruit of Gravity,living,Outro,Não
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Outro,Não
418,Monkey D. Garp,0,Marine,Não tem,living,Outro,Não
419,Tsuru,0,Marine,Fruit of the Laundry,living,Outro,Não
420,John Giant,0,Marine,Não tem,living,Outro,Não
421,Comir,0,Marine,Não tem,living,Outro,Não
422,Momonga,0,Marine,Não tem,living,Outro,Não
423,Onigumo,0,Marine,Não tem,living,Outro,Não
424,Doberman,0,Marine,Não tem,living,Outro,Não
425,Strawberry,0,Marine,Não tem,living,Outro,Não
426,Yamakaji,0,Marine,Não tem,living,Outro,Não
427,Dalmatien,0,Marine,Não tem,living,Outro,Não
428,Bastille,0,Marine,Não tem,living,Outro,Não
429,Smoker,0,Marine,Fruit Smoke,living,Outro,Não
430,Maynard,0,Marine,Não tem,living,Outro,Não
431,Tokikake,0,Marine,Não tem,living,Outro,Não
432,Hina,0,Marine,Fruit du Séquestre,living,Outro,Não
433,T. Bone,0,Marine,Não tem,living,Outro,Não
434,Pudding,0,Marine,Não tem,Morto,Outro,Não
435,Jenfétro,0,Marine,Não tem,living,Outro,Não
436,Brandnew,0,Marine,Não tem,living,Outro,Não
437,Verygood,0,Marine,Berry Fruit,living,Outro,Não
438,Shu,0,Marine,Rust fruit,living,Outro,Não
439,Sharinguru,0,Marine,Fruit of the Wheels,living,Outro,Não
440,Tashigi,0,Marine,Não tem,living,Outro,Não
441,Kobby,0,Marine,Não tem,living,Outro,Não
442,Nezumi,0,Marine,Não tem,living,Outro,Não
443,Don Quijote Rosinante,0,Marine,Sourdine fruit,Morto,Outro,Não
444,Hermep,0,Marine,Não tem,living,Outro,Não
445,Fullbody,0,Marine,Não tem,living,Outro,Não
446,Jango,0,Marine,Não tem,living,Outro,Não
447,Sengoku,0,Marine,"Fruit of the Human, Buddha version",living,Outro,Não
448,Sentomaru,0,Marine,Não tem,living,Outro,Não
449,X-Drake,0,Marine,"Fruit of the Dinosaur, Allosaurus version",living,Outro,Não
450,Kaiser Moustache,0,Marine,Não tem,living,Outro,Não
451,Cancer,0,Marine,Não tem,living,Outro,Não
452,Mozambia,0,Marine,Não tem,living,Outro,Não
453,Lacroix,0,Marine,Não tem,living,Outro,Não
454,Ronz,0,Marine,Não tem,living,Outro,Não
455,Dohn Deynon,0,Marine,Não tem,living,Outro,Não
456,Draw,0,Marine,Não tem,living,Outro,Não
457,Sicily,0,Marine,Não tem,living,Outro,Não
458,Akehende,0,Marine,Não tem,living,Outro,Não
459,Catacombo,0,Marine,Não tem,living,Outro,Não
460,Kadar,0,Marine,Não tem,living,Outro,Não
461,Daigin,0,Marine,Não tem,living,Outro,Não
462,Gorilla,0,Marine,Não tem,living,Outro,Não
463,Stelly,0,Royaume de Goa,Não tem,living,Outro,Não
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Outro,Não
465,Outlook III,0,Royaume de Goa,Não tem,living,Outro,Não
466,Didit,0,Royaume de Goa,Não tem,living,Outro,Não
