id,name,bounty,crew,fruit,status,job,emperor,fruit_image
214,Snakeman,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
215,Rabitman,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
216,Sarehebi,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
217,Alpagaman,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
218,Tatouman,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
219,Dachoman,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
220,Tenjo-Sagari,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
221,Caimanlady,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
222,Nuré-Onna,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
223,Wa-Nyudo,0,The Hundred Beasts crew,Não tem,living,Gifters,Sim,https://images.api-onepiece.com/fruits/
224,Inbi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
225,Fuga,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
226,Zanki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
227,Jaki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
228,Goki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
229,Rokki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
230,Nangi,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
231,Hacha,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
232,Kunyun,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
233,Juki,0,The Hundred Beasts crew,Não tem,living,Numbers,Sim,
234,Fukurokuju,0,The Hundred Beasts crew,Não tem,living,,Sim,
235,Daikoku,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
236,Hanzo,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
237,Sarutobi,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
238,Kazekage,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
239,Jigoku Benten,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
240,Fujin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
241,Raijin,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
242,Bishamon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
243,Tohomé,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
244,Yazaémon,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
245,Hotei,0,The Hundred Beasts crew,Não tem,living,Samurai,Sim,
246,Scratchmen Apoo,0,The Hundred Beasts crew,Oto Oto no Mi,living,Informer,Sim,https://images.api-onepiece.com/fruits/
247,Marchall D. Teach / Barbe Noire,2247600000,Blackbeard's crew,Yami Yami no Mi,living,Pirate,Sim,https://images.api-onepiece.com/fruits/d108706dfcaa5bcf3cddd184ddbb52a5.png
248,Jesus Burgess,20000000,Blackbeard's crew,Riki Riki no Mi,living,Admiral ship's captain,Sim,https://images.api-onepiece.com/fruits/
249,Shiliew,0,Blackbeard's crew,Suke Suke no Mi,living,Commander 2nd Ship,Sim,https://images.api-onepiece.com/fruits/
250,Van Auger,64000000,Blackbeard's crew,Wapu Wapu no mi,living,Commander 3rd Ship,Sim,https://images.api-onepiece.com/fruits/
251,Avalo Pizarro,0,Blackbeard's crew,Shima Shima no Mi,living,Commander 4th Ship,Sim,https://images.api-onepiece.com/fruits/
252,Lafitte,42200000,Blackbeard's crew,Não tem,living,Commander 5th Ship,Sim,
253,Catarina Devon,0,Blackbeard's crew,"Inu Inu no Mi, Moderu Kyūbi no Kitsune",living,Commander 6th Ship,Sim,https://images.api-onepiece.com/fruits/
254,Sanjuan Wolf,0,Blackbeard's crew,Deka Deka no Mi,living,Commander 7th Ship,Sim,https://images.api-onepiece.com/fruits/
255,Vasco Shot,0,Blackbeard's crew,Gabu Gabu no Mi,living,Commander 8th Ship,Sim,https://images.api-onepiece.com/fruits/
256,Doc Q,72000000,Blackbeard's crew,Shiku Shiku no Mi,living,Commander 9th Ship,Sim,https://images.api-onepiece.com/fruits/
257,Barbe Rose,52000000,Blackbeard's crew,Não tem,living,,Sim,
258,Gol D. Roger,5564800000,The Pirates Roger crew,Não tem,Morto,Captain,Sim,
259,Silvers Rayleigh,0,The Pirates Roger crew,Não tem,living,Right-hand man,Sim,
260,Scopper Gaban,0,The Pirates Roger crew,Não tem,living,Carpenter,Sim,
261,Seagull Guns Nozdon,0,The Pirates Roger crew,Não tem,living,,Sim,
262,Taro,0,The Pirates Roger crew,Não tem,living,,Sim,
263,Dringo,0,The Pirates Roger crew,Não tem,living,,Sim,
264,Sanjuan Wolf,0,The Pirates Roger crew,Não tem,living,,Sim,
265,Millet Pine,0,The Pirates Roger crew,Não tem,living,,Sim,
266,Ganryu,0,The Pirates Roger crew,Não tem,living,,Sim,
267,CB Galant,0,The Pirates Roger crew,Não tem,living,,Sim,
268,Donquino,0,The Pirates Roger crew,Não tem,living,,Sim,
269,Mr Momora,0,The Pirates Roger crew,Não tem,living,,Sim,
270,Moon Isaac Jr.,0,The Pirates Roger crew,Não tem,living,,Sim,
271,Yui,0,The Pirates Roger crew,Não tem,living,,Sim,
272,Rangram,0,The Pirates Roger crew,Não tem,living,,Sim,
273,Colonel Mugren,0,The Pirates Roger crew,Não tem,living,,Sim,
274,Max Marks,0,The Pirates Roger crew,Não tem,living,,Sim,
275,Spencer,0,The Pirates Roger crew,Não tem,living,,Sim,
276,Bankro,0,The Pirates Roger crew,Não tem,living,,Sim,
277,Blumarine,0,The Pirates Roger crew,Não tem,living,,Sim,
278,Elio,0,The Pirates Roger crew,Não tem,living,,Sim,
279,Rowing,0,The Pirates Roger crew,Não tem,living,,Sim,
280,Jacsonbaner,0,The Pirates Roger crew,Não tem,living,,Sim,
281,Yamon,0,The Pirates Roger crew,Não tem,living,,Sim,
282,Arlong,20000000,The Arlong crew,Não tem,living,Captain,Não,
283,Kuroobi,9000000,The Arlong crew,Não tem,living,Lieutenant,Não,
284,Smack,5500000,The Arlong crew,Não tem,living,Lieutenant,Não,
285,Yorki,0,The Rumbar crew,Não tem,Morto,Captain,Não,
286,Madaisky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,
287,Mawaritovsky Mizuta,0,The Rumbar crew,Não tem,Morto,,Não,
288,Sarquiss,38000000,Equipage de Bellamy,Não tem,Morto,,Não,
289,Edward Newgate / Barbe Blanche,5046000000,Whitebeard's crew,Gura Gura no Mi,Morto,Captain,Sim,https://images.api-onepiece.com/fruits/
290,Portgas D. Ace,550000000,Whitebeard's crew,Mera Mera no Mi,Morto,Commander 2nd Ship,Sim,https://images.api-onepiece.com/fruits/a3a4f5f2d3b965e3836613b5d3036348.jpg
291,Diamond Joz,0,Whitebeard's crew,Kira Kira no Mi,living,Commander 3rd Ship,Sim,https://images.api-onepiece.com/fruits/
292,Thatch,0,Whitebeard's crew,Não tem,Morto,Commander 4th Ship,Sim,
293,Vista,0,Whitebeard's crew,Não tem,living,Commander 5th Ship,Sim,
294,Blamenco,0,Whitebeard's crew,Poke Poke no Mi,living,Commander 6th Ship,Sim,https://images.api-onepiece.com/fruits/
295,Rakuyo,0,Whitebeard's crew,Não tem,living,Commander 7th Ship,Sim,
296,Blenheim,0,Whitebeard's crew,Não tem,living,Commander 9th Ship,Sim,
297,Curiel,0,Whitebeard's crew,Não tem,living,Commander 10th Ship,Sim,
298,Kingdew,0,Whitebeard's crew,Não tem,living,Commander 11th Ship,Sim,
299,Haruta,0,Whitebeard's crew,Não tem,living,Commander 12th Ship,Sim,
300,Atmos,0,Whitebeard's crew,Não tem,living,Commander 13th Ship,Sim,
301,Speed Jill,0,Whitebeard's crew,Não tem,living,Commander 14th Ship,Sim,
302,Fossa,0,Whitebeard's crew,Não tem,living,Commander 15th Ship,Sim,
303,Izou,0,Whitebeard's crew,Não tem,Morto,Commander 16th Ship,Sim,
304,Doma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
305,Frères DeCalvan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
306,Squardo,210000000,Whitebeard's crew,Não tem,living,Subordinate,Sim,
307,Whitey Bay,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
308,Little Oz Junior,550000000,Whitebeard's crew,Não tem,unknown,Subordinate,Sim,
309,Mc Guy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
310,A.O,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
311,Karma,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
312,Elmy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
313,Ramba,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
314,Delacuaji,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
315,Zodia,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
316,Palms,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
317,Bizarre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
318,Pavlik,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
319,Vitan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
320,Islewan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
321,Epoida,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
322,Kechatch,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
323,Choi,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
324,Arhur,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
325,Hangan,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
326,Reforte,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
327,Andre,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
328,Ninth,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
329,Blondie,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
330,Nosgarl,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
331,Amadob,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
332,Baggaley,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
333,Wakkem,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
334,Brew,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
335,Brocca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
336,Rush,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
337,Great Micheal,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
338,Zucca,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
339,Cands,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
340,Kinga,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
341,Colscon,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
342,Agsilly,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
343,Julius,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
344,Happygun,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
345,Sleepy,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
346,Forliewbs,0,Whitebeard's crew,Não tem,living,Subordinate,Sim,
347,Barbos Bruneriguez / Barbe Brune,80060000,The crew of Barbe Brune,Não tem,living,Captain,Não,
348,Bluejam,14300000,The Bluejam crew,Não tem,Morto,Captain,Não,
349,Porchemy,3400000,The Bluejam crew,Não tem,Morto,,Não,
350,Demaro Black,26000000,Faux Equipage du Chapeau de Paille,Não tem,living,Captain,Não,
351,Manjaro,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
352,Chocolat,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
353,Mounblutain,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
354,Drip,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
355,Nora Gitsune,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
356,Cocoa,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
357,Turco,0,Faux Equipage du Chapeau de Paille,Não tem,living,,Não,
358,Hody Jones,0,The New Fishmen crew,Não tem,living,Captain,Não,
359,Dosun,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
360,Zeo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
361,Daruma,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
362,Ikaros Much,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
363,Hyozo,0,The New Fishmen crew,Não tem,living,Lieutenant,Não,
364,Vander Decken IX,0,The Flying Pirates crew,Não tem,unknown,Captain,Não,
365,Don Quijote Doflamingo,340000000,Don Quixote's crew,Ito Ito no Mi,living,Captain,Não,https://images.api-onepiece.com/fruits/0f40216451f24b2e66c9af2415f97548.png
366,Trébol,99000000,Don Quixote's crew,Beta Beta no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
367,Diamante,99000000,Don Quixote's crew,Hira Hira no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
368,Pica,99000000,Don Quixote's crew,Ishi Ishi no Mi,living,Lieutenant-Chef,Não,https://images.api-onepiece.com/fruits/
369,Vergo,0,Don Quixote's crew,Não tem,Morto,Lieutenant-Chef,Não,
370,Sugar,0,Don Quixote's crew,Hobi Hobi no Mi,living,Lieutenant of the Trebol Army,Não,https://images.api-onepiece.com/fruits/
371,Jora,0,Don Quixote's crew,Ato Ato no Mi,living,Lieutenant of the Trebol Army,Não,https://images.api-onepiece.com/fruits/
372,Lao G,61000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,
373,Señor Pink,58000000,Don Quixote's crew,Sui Sui no Mi,living,Lieutenant of the Army of Diamante,Não,https://images.api-onepiece.com/fruits/
374,Machvise,11000000,Don Quixote's crew,Ton Ton no Mi,living,Lieutenant of the Army of Diamante,Não,https://images.api-onepiece.com/fruits/
375,Dellinger,150000000,Don Quixote's crew,Não tem,living,Lieutenant of the Army of Diamante,Não,
376,Gladius,31000000,Don Quixote's crew,Pamu Pamu no Mi,living,Pica Army Lieutenant,Não,https://images.api-onepiece.com/fruits/
377,Buffallo,0,Don Quixote's crew,Guru Guru no Mi,living,Pica Army Lieutenant,Não,https://images.api-onepiece.com/fruits/
378,Monet,0,Don Quixote's crew,Yuki Yuki no Mi,Morto,Lieutenant,Não,https://images.api-onepiece.com/fruits/
379,Rocks D. Xebec,0,The Rocks crew,Não tem,unknown,Captain,Não,
380,Im Sama,0,Buggy's Delivery,Não tem,living,Manager,Não,
381,1er Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
382,2e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
383,3e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
384,4e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
385,5e Doyen,0,Buggy's Delivery,Não tem,living,Council of Five Deans,Não,
386,Roswald,0,Dragon Célestes,Não tem,living,,Não,
387,Charloss,0,Dragon Célestes,Não tem,living,,Não,
388,Sharlia,0,Dragon Célestes,Não tem,living,,Não,
389,Don Quijote Myosgard,0,Dragon Célestes,Não tem,Morto,,Não,
390,Jalmack,0,Dragon Célestes,Não tem,living,,Não,
391,Guernica,0,Cipher Pol,Não tem,unknown,,Não,
392,Rob Lucci,0,Cipher Pol,Zo Zo no Mi,living,,Não,https://images.api-onepiece.com/fruits/
393,Hittori,0,Cipher Pol,Não tem,living,,Não,
394,Spandam,0,Cipher Pol,Não tem,living,,Não,
395,Funckfreed,0,Cipher Pol,Zo Zo no Mi,living,,Não,https://images.api-onepiece.com/fruits/
396,Kaku,0,Cipher Pol,Ushi Ushi no Mi moderu Kirin,living,,Não,https://images.api-onepiece.com/fruits/
397,Stussy,0,Cipher Pol,Não tem,living,,Não,
398,Maha,0,Cipher Pol,Não tem,living,,Não,
399,Jerry,0,Cipher Pol,Não tem,living,,Não,
400,Wanzé,0,Cipher Pol,Não tem,living,,Não,
401,Bas,0,Enies Lobby,Não tem,living,,Não,
402,And,0,Enies Lobby,Não tem,living,,Não,
403,Kerville,0,Enies Lobby,Não tem,living,,Não,
404,Hannyabal,0,Impel Down,Não tem,living,director,Não,
405,Magellan,0,Impel Down,Doku Doku no Mi,living,vice-president,Não,https://images.api-onepiece.com/fruits/
406,Domino,0,Impel Down,Não tem,living,Head guard,Não,
407,Saldeath,0,Impel Down,Não tem,living,Chief of guards,Não,
408,Sadi,0,Impel Down,Não tem,living,Chief of the demonic guard,Não,
409,Minotaure,0,Impel Down,Não tem,living,Bestial Guard,Não,
410,Minokoala,0,Impel Down,Não tem,living,Bestial Guard,Não,
411,Minorhinocéros,0,Impel Down,Não tem,living,Bestial Guard,Não,
412,Minozèbre,0,Impel Down,Não tem,living,Bestial Guard,Não,
413,Minochihuabua,0,Impel Down,Não tem,living,Bestial Guard,Não,
414,Sakazuki / Akainu,0,Marine,Magu Magu no Mi,living,Chief Admiral,Não,https://images.api-onepiece.com/fruits/
415,Borsalino / Kizaru,0,Marine,Pika Pika no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
416,Issho / Fujitora,0,Marine,Zushi Zushi no Mi,living,Admiral,Não,https://images.api-onepiece.com/fruits/
417,Aramaki / Ryokugyu,0,Marine,Não tem,living,Admiral,Não,
418,Monkey D. Garp,0,Marine,Não tem,living,Vice-Admiral,Não,
419,Tsuru,0,Marine,Woshu Woshu no Mi,living,Vice-Admiral,Não,https://images.api-onepiece.com/fruits/
420,John Giant,0,Marine,Não tem,living,Vice-Admiral,Não,
421,Comir,0,Marine,Não tem,living,Vice-Admiral,Não,
422,Momonga,0,Marine,Não tem,living,Vice-Admiral,Não,
423,Onigumo,0,Marine,Não tem,living,Vice-Admiral,Não,
424,Doberman,0,Marine,Não tem,living,Vice-Admiral,Não,
425,Strawberry,0,Marine,Não tem,living,Vice-Admiral,Não,
426,Yamakaji,0,Marine,Não tem,living,Vice-Admiral,Não,
427,Dalmatien,0,Marine,Não tem,living,Vice-Admiral,Não,
428,Bastille,0,Marine,Não tem,living,Vice-Admiral,Não,
429,Smoker,0,Marine,Moku Moku no Mi,living,Vice-Admiral,Não,https://images.api-onepiece.com/fruits/
430,Maynard,0,Marine,Não tem,living,Vice-Admiral,Não,
431,Tokikake,0,Marine,Não tem,living,Vice-Admiral,Não,
432,Hina,0,Marine,Ori Ori no Mi,living,Sub-Admiral,Não,https://images.api-onepiece.com/fruits/
433,T. Bone,0,Marine,Não tem,living,Sub-Admiral,Não,
434,Pudding,0,Marine,Não tem,Morto,Rear Admiral,Não,
435,Jenfétro,0,Marine,Não tem,living,Rear Admiral,Não,
436,Brandnew,0,Marine,Não tem,living,Rear Admiral,Não,
437,Verygood,0,Marine,Beri Beri no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
438,Shu,0,Marine,Sabi Sabi no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
439,Sharinguru,0,Marine,Shari Shari no Mi,living,Colonel,Não,https://images.api-onepiece.com/fruits/
440,Tashigi,0,Marine,Não tem,living,Colonel,Não,
441,Kobby,0,Marine,Não tem,living,Colonel,Não,
442,Nezumi,0,Marine,Não tem,living,Colonel,Não,
443,Don Quijote Rosinante,0,Marine,Nagi Nahi no Mi,Morto,Lieutenant-Colonel,Não,https://images.api-onepiece.com/fruits/
444,Hermep,0,Marine,Não tem,living,Lieutenant,Não,
445,Fullbody,0,Marine,Não tem,living,Lieutenant,Não,
446,Jango,0,Marine,Não tem,living,Lieutenant,Não,
447,Sengoku,0,Marine,Hito Hito no Mi moderu Daibutsu,living,Observer,Não,https://images.api-onepiece.com/fruits/
448,Sentomaru,0,Marine,Não tem,living,Captain of the Scientific Brigade,Não,
449,X-Drake,0,Marine,Ryū Ryū no Mi Moderu Arosaurusu,living,Captain of the Sword,Não,https://images.api-onepiece.com/fruits/
450,Kaiser Moustache,0,Marine,Não tem,living,Vice-Admiral,Não,
451,Cancer,0,Marine,Não tem,living,Vice-Admiral,Não,
452,Mozambia,0,Marine,Não tem,living,Vice-Admiral,Não,
453,Lacroix,0,Marine,Não tem,living,Vice-Admiral,Não,
454,Ronz,0,Marine,Não tem,living,Vice-Admiral,Não,
455,Dohn Deynon,0,Marine,Não tem,living,Vice-Admiral,Não,
456,Draw,0,Marine,Não tem,living,Vice-Admiral,Não,
457,Sicily,0,Marine,Não tem,living,Sub-Admiral,Não,
458,Akehende,0,Marine,Não tem,living,Sub-Admiral,Não,
459,Catacombo,0,Marine,Não tem,living,Sub-Admiral,Não,
460,Kadar,0,Marine,Não tem,living,Sub-Admiral,Não,
461,Daigin,0,Marine,Não tem,living,Rear Admiral,Não,
462,Gorilla,0,Marine,Não tem,living,Colonel,Não,
463,Stelly,0,Royaume de Goa,Não tem,living,Sovereign,Não,
464,Sally Entoilette,0,Royaume de Goa,Não tem,living,Queen,Não,
465,Outlook III,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,
466,Didit,0,Royaume de Goa,Não tem,living,Residents of Haute Ville,Não,
467,Makino,0,Royaume de Goa,Não tem,living,Bar owner,Não,
468,Woop Slap,0,Royaume de Goa,Não tem,living,Mayor of the village of Fuchsia,Não,
469,Curly Dadan,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
470,Dogra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
471,Magra,0,Royaume de Goa,Não tem,living,Mount Corvo resident,Não,
472,Higuma,0,Royaume de Goa,Não tem,Morto,Resident,Não,
473,Kozaburo Shimotsuki,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,
474,Koshiro,0,Village de Shimotsuki,Não tem,living,Dojo Master,Não,
475,Kuina,0,Village de Shimotsuki,Não tem,Morto,Resident,Não,
476,Boodle,0,Archipel des Argao,Não tem,living,Mayor of the village of Orange,Não,
477,Chouchou,0,Archipel des Argao,Não tem,living,Store owner,Não,
478,Gaimone,0,Île des animaux étranges,Não tem,living,Guard,Não,
479,Sarfunkel,0,Île des animaux étranges,Não tem,living,Resident,Não,
480,Kaya,0,Archipel des Gecko,Não tem,living,Medical student,Não,
