id,name,bounty,crew,fruit,status,job,emperor
651,Hoé,0,Île des hommes-poissons,Não tem,living,Resident,Não
652,Mégalo,0,Île des hommes-poissons,Não tem,living,Resident,Não
653,Ministre Sénestre,0,Île des hommes-poissons,Não tem,living,Minister Sénestre,Não
654,Ministre Dextre,0,Île des hommes-poissons,Não tem,living,Minister Dextre,Não
655,Shyarly,0,Île des hommes-poissons,Não tem,living,Owner Café des Sirènes,Não
656,Keimi,0,Île des hommes-poissons,Não tem,living,Café des Sirènes employee,Não
657,Pappag,0,Île des hommes-poissons,Não tem,living,"Founder / Designer of the ""Criminal"" brand",Não
658,Octy,8000000,Île des hommes-poissons,Não tem,living,Takoyaki merchant,Não
659,Den,0,Île des hommes-poissons,Não tem,living,Carpenter,Não
660,Ener,0,La lune,Fulguro-Fruit,living,Manager,Não
661,Monkey D. Dragon,0,Armée Révolutionnaire,Não tem,living,Commander-in-Chief,Não
662,Sabo,602000000,Armée Révolutionnaire,Pyro-Fruit,living,Chief of Staff,Não
663,Emporio Ivankov,100000000,Armée Révolutionnaire,Fruit of Hormones,living,Command of troop G,Não
664,Corbeau,400000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""Septentrionale"" troop",Não
665,Belo Betty,457000000,Armée Révolutionnaire,Fruit of Exaltation,living,"Commander of the ""Oriental"" troop",Não
666,Morley,293000000,Armée Révolutionnaire,Fruit of the Pousse-Pousse,living,"Western"" troop commander",Não
667,Lindbergh,316000000,Armée Révolutionnaire,Não tem,living,"Commander of the ""southern"" troop",Não
668,Inazuma,100000000,Armée Révolutionnaire,Fruit of the Scissors,living,"Sub-Commander of ""G"" Troop",Não
669,Canard,0,Armée Révolutionnaire,Não tem,living,"Commander of the ""Oriental"" troop",Não
670,Koala,0,Armée Révolutionnaire,Não tem,living,Lieutenant,Não
671,Hack,0,Armée Révolutionnaire,Não tem,living,Private,Não
672,Zala,35000000,Anciens membres du Baroque Works,Sea Urchin Fruit,living,Special Agent,Não
673,Bentham,32000000,Anciens membres du Baroque Works,Travesti-Fruit,living,Special Agent,Não
674,Marianne,29000000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não
675,Babe,3200000,Anciens membres du Baroque Works,Não tem,living,Special Agent,Não
676,Lassou,0,Anciens membres du Baroque Works,"Fruit of the Canid, Basset version",living,Special Agent,Não
677,Drophy,14000000,Anciens membres du Baroque Works,Digging Fruit,living,Special Agent,Não
678,Gemme,10000000,Anciens membres du Baroque Works,Fruit Boum-Boum,living,Special Agent,Não
679,Mikita,7500000,Anciens membres du Baroque Works,Kilo-Kilo Fruit,living,Special Agent,Não
680,Jabura,0,Anciens membres du Cipher Pol,"Fruit of the Canid, Wolf version",living,Cipher Pol n°9,Não
681,Blueno,0,Anciens membres du Cipher Pol,Fruit of the Porter,living,Cipher Pol n°9,Não
682,Kumadori,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
683,Fukuro,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
684,Kalifa,0,Anciens membres du Cipher Pol,Fruit des Bulles,living,Cipher Pol n°9,Não
685,Nero,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
686,Spandine,0,Anciens membres du Cipher Pol,Não tem,living,Cipher Pol n°9,Não
687,Kuzan / Aokiji,0,Anciens membres de la Marine,Frost Fruit,living,Admiral,Não
688,Morgan,0,Anciens membres de la Marine,Não tem,living,Colonel,Não
689,Bellamy,195000000,Don Quixote's crew,Fruit of the Spring,living,Private,Não
690,Bartholomew Kuma,296000000,Esclave,Fruit of the Pads,living,Lieutenant,Não
691,César Clown,300000000,Punk Hazard,Fruit of the Gas,living,,Não
692,Morgans,0,World Economic Journal,"Fruit du Volatile, Albatross version",living,World Economic Journal (boss),Não
693,El Gorago,10000000,Sem tripulação,Fruit of the Vocalise,living,Captain,Não
694,Golass,8000000,Sem tripulação,Não tem,living,Captain,Não
695,Tobio,0,Sem tripulação,Não tem,living,,Não
696,Ganzo,0,Sem tripulação,Não tem,living,,Não
697,Woonan,60000000,Sem tripulação,Não tem,Morto,Captain,Não
698,Bear King,11600000,The Trump Pirates crew,Unbreakable Fruit,living,Captain,Não
699,Honey Queen,7800000,The Trump Pirates crew,Fruit of Dissolution,living,,Não
700,Pin Joker,9900000,The Trump Pirates crew,Não tem,living,,Não
701,Boo Jack,3200000,The Trump Pirates crew,Não tem,living,,Não
702,Skunk One,6000000,The Trump Pirates crew,Não tem,living,,Não
703,Borodo,0,Frères Voleurs,Não tem,living,,Não
704,Akisu,0,Frères Voleurs,Não tem,living,,Não
705,Bulter,14900000,Sem tripulação,Não tem,living,Earl Butler,Não
706,Hotdog,4000000,Sem tripulação,Não tem,living,General Hotdog,Não
707,Mobambi,0,Sem tripulação,Não tem,living,King,Não
708,Heaby,4200000,Sem tripulação,Não tem,living,Chairman Heaby,Não
709,Général Gasparde,95000000,Gasparde's crew,Candy Fruit,living,Captain,Não
710,Needless,57000000,Gasparde's crew,Não tem,living,,Não
711,Biera,0,Gasparde's crew,Não tem,living,,Não
712,Shuraiya Bascùd,0,Gasparde's crew,Não tem,living,,Não
713,Adelle Bascùd,0,Gasparde's crew,Não tem,living,,Não
714,Saga,0,Île d'Asuka,Não tem,living,,Não
715,Toma,0,Île d'Asuka,Não tem,living,,Não
716,Bismarck,0,Île d'Asuka,Não tem,living,,Não
717,Boo Kong,0,Île d'Asuka,Não tem,living,,Não
718,Maya,0,Île d'Asuka,Não tem,living,Priestess,Não
719,Izaya,0,Île d'Asuka,Não tem,living,Priestess,Não
720,Lacos,0,Île d'Asuka,Não tem,living,Chief Warrior,Não
721,Omatsuri,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não
722,Lily Carnation,0,Pirate des flèches rouges,Não tem,Morto,Captain,Não
723,Papa,0,Pirate au foyer,Não tem,unknown,Captain,Não
724,Brief,0,Pirate Moustachus,Não tem,unknown,Captain,Não
725,Ratchet,0,Île de Mecha,Não tem,living,Feudal lord,Não
726,Honki,0,Île de Mecha,Não tem,living,Colonel,Não
727,Maji,0,Île de Mecha,Não tem,living,General,Não
728,Roba,0,Île de Mecha,Não tem,living,Resident,Não
729,Musshul,0,Royaume maléfique de Black Drum,Chamquipue fruit,living,Prince,Não
730,Scarlett,0,The crew of the Lion d'Or,Não tem,living,,Não
731,Billy,0,The crew of the Lion d'Or,Não tem,living,,Não
732,Xiao,0,The crew of the Lion d'Or,Não tem,living,,Não
733,Schneider,0,The Schneider Pirates crew,Não tem,living,Captain,Não
734,Buzz,0,The Schneider Pirates crew,"Fruit of the Volatile, Eagle version",living,,Não
735,Zéphyr,0,Néo Marine,Não tem,Morto,Chef,Não
736,Ain,0,Néo Marine,Fruit Jeune-Jeune,living,Vice-Admiral,Não
737,Bins,0,Néo Marine,Fluffy Fruit,living,Lieutenant,Não
738,Gild Tesoro,0,Gran Tesero,Fruit of Gold,living,Owner,Não
739,Baccarat,0,Gran Tesero,Fruit of Luck,living,Concierge,Não
740,Dice,0,Gran Tesero,Não tem,living,Dealer,Não
741,Tanaka,0,Gran Tesero,Passe-Muraille fruit,living,Safety Manager,Não
742,Carina,0,Gran Tesero,Não tem,living,Owner,Não
743,Douglas Bullet,0,Sem tripulação,Fruit de la Ferraille,living,,Não
744,Buena Festa,0,Sem tripulação,Não tem,living,,Não
745,Ann,0,Sem tripulação,Fruit of Vision,living,,Não
746,Donald Moderate,0,Sem tripulação,Não tem,living,,Não
747,Uta,0,Elegia,Não tem,living,Resident,Não
748,Gordon,0,Elegia,Não tem,living,Resident,Não
749,Tenguyama Hitetsu,0,Pays des Wa,Não tem,living,Blacksmith,Não
750,Gion,0,Sem tripulação,Não tem,living,Vice-Admiral,Não
751,Musshuru,0,Sem tripulação,Chamquipue fruit,living,,Não
752,Apis,0,Sem tripulação,Não tem,living,,Não
753,Bokuden,0,Sem tripulação,Não tem,living,,Não
754,Orlombus,148000000,Fleet Yonta Maria,Não tem,living,Admiral,Não
755,Macro,0,L'Équipage des Maquereaux,Não tem,living,Captain,Não
756,Pudding Pudding,0,Marine,Não tem,Morto,Commodore,Não
757,Pandaman,0,Sem tripulação,Não tem,unknown,Fighter,Não
758,Zenny,0,Sem tripulação,Não tem,living,Loan shark,Não
759,Wetton,14800000,Sem tripulação,Não tem,Morto,Mayor,Não
760,Bigalo,14900000,Equipage de Bigalo,Não tem,Desconhecido,Outro,Não
761,Végapunk,0,Sem tripulação,Fruit du Ciboulot,living,Scientist,Não
762,Stronger,0,Blackbeard's crew,"Horse fruit, Pegasus model",living,Doc Q's horse,Sim
763,Punk 01 - Shaka,0,Sem tripulação,Não tem,unknown,Vegapunk - the good,Não
764,Punk 02 - Lilith,0,Sem tripulação,Não tem,living,Vegapunk - evil,Não
765,Punk 03 - Edison,0,Sem tripulação,Não tem,living,Vegapunk - inventiveness,Não
766,Punk 04 - Pythagoras,0,Sem tripulação,Não tem,living,Vegapunk - knowledge,Não
767,Punk 05 - Atlas,0,Sem tripulação,Não tem,living,Vegapunk - violence,Não
768,Punk 06 - York,0,Sem tripulação,Não tem,living,Vegapunk - envy,Não
769,S-Snake,0,Sem tripulação,Passion fruit,living,Seraph-type pacifistas,Não
770,S-Hawk,0,Sem tripulação,Slashing Fruit,living,Seraph-type pacifistas,Não
771,S-Bear,0,Sem tripulação,Fruit of the Pads,living,Seraph-type pacifistas,Não
772,S-Shark,0,Sem tripulação,Fruit of the Barbotage,living,Seraph-type pacifistas,Não
773,Karazu,0,Armée Révolutionnaire,Não tem,living,Captain,Não
1,Monkey D Luffy,3000000000,The Chapeau de Paille crew,Gum-Gum Fruit,Vivo,Captain,Sim
2,Roronoa Zoro,320000000,The Chapeau de Paille crew,Não tem,living,Right-hand man,Sim
3,Nami,66000000,The Chapeau de Paille crew,Não tem,living,Navigator,Sim
4,Usopp,200000000,The Chapeau de Paille crew,Não tem,living,Sniper,Sim
5,Sanji,330000000,The Chapeau de Paille crew,Não tem,living,Cook,Sim
6,Tony-Tony Chopper,100,The Chapeau de Paille crew,Fruit of the Human,living,Doctor,Sim
7,Nico Robin,130000000,The Chapeau de Paille crew,Fruit Des Éclosions,living,Archaeologist,Sim
8,Franky,94000000,The Chapeau de Paille crew,Não tem,living,Carpenter,Sim
9,Brook,83000000,The Chapeau de Paille crew,Fruit of the Resurrection,living,Musician,Sim
10,Jinbe,438000000,The Chapeau de Paille crew,Não tem,living,Helmsman,Sim
11,Zeus,0,The Chapeau de Paille crew,Não tem,living,Nami Arme,Sim
12,Cavendish,330000000,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
13,Suleiman,670000000,Armarda du Chapeau de Paille,Não tem,living,Fighter,Não
14,Bartolomeo,200000000,Armarda du Chapeau de Paille,Fruit of the Barrier,living,Captain,Não
15,Gambia,670000000,Armarda du Chapeau de Paille,Não tem,living,Advisor,Não
16,Sai,210000000,Armarda du Chapeau de Paille,Não tem,living,13th Chief Commander,Não
17,Boo,0,Armarda du Chapeau de Paille,Não tem,living,second-in-command,Não
18,Baby 5,0,Armarda du Chapeau de Paille,Armo-Fruit,living,,Não
19,Ideo,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
20,Blue Gilly,0,Armarda du Chapeau de Paille,Não tem,living,,Não
21,Abdullah,0,Armarda du Chapeau de Paille,Não tem,living,,Não
22,Jeet,0,Armarda du Chapeau de Paille,Não tem,living,,Não
23,Léo,0,Armarda du Chapeau de Paille,Fruit de la Couture,living,Captain,Não
24,Kabu,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Scarab-Rhinoceros version",living,,Não
25,Bee Anne,0,Armarda du Chapeau de Paille,"Fruit of the Insect, Wasp version",living,,Não
26,Hajrudin,0,Armarda du Chapeau de Paille,Não tem,living,Captain,Não
27,Stansen,0,Armarda du Chapeau de Paille,Não tem,living,Carpenter,Não
28,Road,0,Armarda du Chapeau de Paille,Não tem,living,Browser,Não
29,Goldberg,0,Armarda du Chapeau de Paille,Não tem,living,Cook,Não
30,Gerd,0,Armarda du Chapeau de Paille,Não tem,living,Doctor,Não
31,Orlumbus,148000000,Armarda du Chapeau de Paille,Não tem,living,Admiral,Não
32,Baggy / Le Clown,150000000,Baggy's Delivery,Fruit of Fragmentation,living,Chairman,Não
33,Alvida,5000000,Baggy's Delivery,Fruit Glisse-Glisse,living,,Não
34,Galdino,24000000,Baggy's Delivery,Ciro-Fruit,living,,Não
35,Morge,0,Baggy's Delivery,Não tem,living,,Não
36,Cabaji,0,Baggy's Delivery,Não tem,living,,Não
37,Kuro,16000000,The Black Cat crew,Não tem,living,Captain,Não
38,Sham,7000000,The Black Cat crew,Não tem,living,Officer,Não
39,Buchi,7000000,The Black Cat crew,Não tem,living,Officer,Não
40,Krieg / Don Krieg,17000000,Don Krieg's Pirate Armada,Não tem,living,Captain,Não
41,Gyn,12000000,Don Krieg's Pirate Armada,Não tem,living,Vice-Admiral,Não
42,Pearl,0,Don Krieg's Pirate Armada,Não tem,living,Captain (2nd Battalion),Não
43,Montblanc Cricket,25000000,Primate League,Não tem,living,Commander-in-Chief,Não
44,Masira,23000000,Primate League,Não tem,living,,Não
45,Shojo,36000000,Primate League,Não tem,living,,Não
46,Foxy,24000000,The Foxy crew,Ramollo fruit,living,Captain,Não
47,Porché,0,The Foxy crew,Não tem,living,Fighter,Não
48,Hamburg,0,The Foxy crew,Não tem,living,Fighter,Não
49,Gecko Moria,320000000,Thriller Bark,Fruit of the Shadow,living,Captain,Não
50,Hogback,0,Thriller Bark,Não tem,living,Mysterious Four,Não
51,Absalom,0,Thriller Bark,Fruit of Invisibility,Morto,Mysterious Four,Não
52,Perona,0,Thriller Bark,Fruit of Ectoplasm,living,Mysterious Four,Não
53,Laura,24000000,The crew of the Rolling,Não tem,living,Captain,Não
54,Trafalgar D. Water Law,500000000,The Hearth crew,Fruit of the Scalpel,living,Captain,Não
55,Bepo,500,The Hearth crew,Não tem,living,Browser,Não
56,Jean Bart,0,The Hearth crew,Não tem,living,,Não
57,Shachi,0,The Hearth crew,Não tem,living,,Não
58,Pingouin,0,The Hearth crew,Não tem,living,,Não
59,Eustass Kidd,470000000,The Kid crew,Magnéto-Fruit,living,Captain,Não
60,Killer,200000000,The Kid crew,Não tem,living,Fighter,Não
61,Heat,0,The Kid crew,Não tem,living,Fighter,Não
62,Wire,0,The Kid crew,Não tem,living,Captain,Não
63,Capone Bege,350000000,The Fire Tank crew,Fruit du Château,living,Captain,Não
64,Vito,95000000,The Fire Tank crew,Não tem,living,Advisor,Não
65,Gotti,90000000,The Fire Tank crew,Não tem,living,Assassin,Não
66,Charlotte Chiffon,0,The Fire Tank crew,Não tem,living,,Não
67,Charlotte Pets,0,The Fire Tank crew,Não tem,living,,Não
68,Jewelry Bonney,140000000,The Fire Tank crew,Não tem,living,Captain,Não
69,Urouge,108000000,The crew of Les Moines Dépravés,Não tem,living,Captain,Não
70,Boa Hancock,80000000,The Kuja Pirates crew,Passion fruit,living,Captain,Não
71,Boa Sandersonia,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Anaconda version",living,,Não
72,Boa Marigold,40000000,The Kuja Pirates crew,"Fruit of the Reptile, Cobra Royal version",living,,Não
73,Margaret,0,The Kuja Pirates crew,Não tem,living,,Não
74,Shiki,0,The crew of the Lion d'Or,Floating Fruit,living,Admiral,Não
75,Indigo,0,The crew of the Lion d'Or,Não tem,living,,Não
76,Caribou,210000000,The Caribou crew,Fruit du Marais,living,Co-Captain,Não
77,Coribou,190000000,The Caribou crew,Não tem,living,Co-Captain,Não
78,Ficher Tiger,230000000,The Sun Pirates crew,Não tem,Morto,Captain,Não
79,Aladdin,0,The Sun Pirates crew,Não tem,living,Vice-Captain,Não
80,Charlotte Praliné,0,The Sun Pirates crew,Não tem,living,,Não
81,Dracule Mihawk,0,Sem tripulação,Não tem,living,,Não
82,Crocodile,81000000,Sem tripulação,Não tem,living,,Não
83,Das Bones,75000000,Sem tripulação,Não tem,living,,Não
84,Edward Weeble,480000000,Sem tripulação,Não tem,living,,Não
85,Shanks,4048900000,Le Roux crew,Não tem,living,Captain,Sim
86,Ben Beckmann,0,Le Roux crew,Não tem,living,Vice-Captain,Sim
87,Lucky Roo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
88,Yassop,0,Le Roux crew,Não tem,living,Lieutenant,Sim
89,Limejuice,0,Le Roux crew,Não tem,living,Lieutenant,Sim
90,Bonk Punch,0,Le Roux crew,Não tem,living,Lieutenant,Sim
91,Monster,0,Le Roux crew,Não tem,living,Lieutenant,Sim
92,Building Snake,0,Le Roux crew,Não tem,living,Lieutenant,Sim
93,Hongo,0,Le Roux crew,Não tem,living,Lieutenant,Sim
94,Howling Dab,0,Le Roux crew,Não tem,living,Lieutenant,Sim
95,Rockstar,94000000,Le Roux crew,Não tem,living,,Sim
96,Charlotte Linlin / Big Mom,4388000000,Big Mom's crew,Fruit of Souls,living,Captain,Sim
97,Charlotte Dent-de-chien,1057000000,Big Mom's crew,Glutinous Rice Fruit,living,General Sucré,Sim
98,Charlotte Smoothie,932000000,Big Mom's crew,Horse Fruit,living,General Sucré,Sim
99,Charlotte Cracker,860000000,Big Mom's crew,Cookie Fruit,living,General Sucré,Sim
100,Charlotte Slurp,700000000,Big Mom's crew,Fruit de la Léchouille,living,Lieutenant,Sim
101,Charlotte Daifuku,300000000,Big Mom's crew,Fruit of the Lamp,living,Lieutenant,Sim
102,Charlotte Oven,300000000,Big Mom's crew,Fruit of Heat,living,Lieutenant,Sim
103,Charlotte Amande,0,Big Mom's crew,Não tem,living,Lieutenant,Sim
104,Charlotte Opéra,0,Big Mom's crew,Fruit de la Crème,living,Lieutenant,Sim
105,Charlotte Brûlée,0,Big Mom's crew,Fruit of the Mirror,living,Lieutenant,Sim
106,Charlotte Mont d’Or,120000000,Big Mom's crew,Fruit of the Book,living,Lieutenant,Sim
107,Charlotte Galette,0,Big Mom's crew,Butter Fruit,living,Lieutenant,Sim
108,Charlotte Snack,600000000,Big Mom's crew,Não tem,living,Lieutenant,Sim
109,Charlotte Pudding,0,Big Mom's crew,Fruit of Memories,living,Lieutenant,Sim
110,Charlotte Flampée,0,Big Mom's crew,Não tem,living,Lieutenant,Sim
111,Charlotte Compote,0,Big Mom's crew,Não tem,living,Officer,Sim
112,Charlotte Mondé,0,Big Mom's crew,Não tem,living,Officer,Sim
113,Charlotte Hachée,0,Big Mom's crew,Não tem,living,Officer,Sim
114,Charlotte Effilée,0,Big Mom's crew,Não tem,living,Officer,Sim
115,Charlotte Counter,0,Big Mom's crew,Não tem,living,Officer,Sim
116,Charlotte Cadenza,0,Big Mom's crew,Não tem,living,Officer,Sim
117,Charlotte Cabaletta,0,Big Mom's crew,Não tem,living,Officer,Sim
118,Charlotte Gala,0,Big Mom's crew,Não tem,living,Officer,Sim
119,Charlotte Angel,0,Big Mom's crew,Não tem,living,Officer,Sim
120,Charlotte Crème,0,Big Mom's crew,Não tem,living,Officer,Sim
121,Charlotte Zuccoto,0,Big Mom's crew,Não tem,living,Officer,Sim
122,Charlotte Broyée,0,Big Mom's crew,Não tem,living,Officer,Sim
123,Charlotte Nusstorte,0,Big Mom's crew,Não tem,living,Officer,Sim
124,Charlotte Basskarte,0,Big Mom's crew,Não tem,living,Officer,Sim
125,Charlotte Dosmarché,0,Big Mom's crew,Não tem,living,Officer,Sim
126,Charlotte Noisette,0,Big Mom's crew,Não tem,living,Officer,Sim
127,Charlotte Moscato,0,Big Mom's crew,Não tem,living,Officer,Sim
128,Charlotte Mash,0,Big Mom's crew,Não tem,living,Officer,Sim
129,Charlotte Corn Starch,0,Big Mom's crew,Não tem,living,Officer,Sim
130,Charlotte Compo,0,Big Mom's crew,Não tem,living,Officer,Sim
131,Charlotte Laurin,0,Big Mom's crew,Não tem,living,Officer,Sim
132,Charlotte Mozart,0,Big Mom's crew,Não tem,living,Officer,Sim
133,Charlotte Marnier,0,Big Mom's crew,Não tem,living,Officer,Sim
134,Charlotte High-Fat,0,Big Mom's crew,Não tem,living,Officer,Sim
135,Charlotte Tablet,0,Big Mom's crew,Não tem,living,Officer,Sim
136,Charlotte Citron,0,Big Mom's crew,Não tem,living,Officer,Sim
137,Charlotte Cannelle,0,Big Mom's crew,Não tem,living,Officer,Sim
138,Charlotte Saint-Marc,0,Big Mom's crew,Não tem,living,Officer,Sim
139,Charlotte Basans,0,Big Mom's crew,Não tem,living,Officer,Sim
140,Charlotte Mélisée,0,Big Mom's crew,Não tem,living,Officer,Sim
141,Charlotte Dacquoise,0,Big Mom's crew,Não tem,living,Officer,Sim
142,Charlotte Poire,0,Big Mom's crew,Não tem,living,Officer,Sim
143,Charlotte Bavarois,0,Big Mom's crew,Não tem,living,Officer,Sim
144,Charlotte Prim,0,Big Mom's crew,Não tem,living,Officer,Sim
145,Charlotte Kanten,0,Big Mom's crew,Não tem,living,Officer,Sim
146,Charlotte Kato,0,Big Mom's crew,Não tem,living,Officer,Sim
147,Charlotte Montb,0,Big Mom's crew,Não tem,living,Officer,Sim
148,Charlotte Chiboust,0,Big Mom's crew,Não tem,living,Officer,Sim
149,Charlotte Mobile,0,Big Mom's crew,Não tem,living,Officer,Sim
150,Charlotte Marble,0,Big Mom's crew,Não tem,living,Officer,Sim
151,Charlotte Mucre,0,Big Mom's crew,Não tem,living,Officer,Sim
152,Charlotte Mapple,0,Big Mom's crew,Não tem,living,Officer,Sim
153,Charlotte Brownie,0,Big Mom's crew,Não tem,living,Officer,Sim
154,Charlotte Joconde,0,Big Mom's crew,Não tem,living,Officer,Sim
155,Charlotte Raisin,0,Big Mom's crew,Não tem,living,Officer,Sim
156,Charlotte Panna,0,Big Mom's crew,Não tem,living,Officer,Sim
157,Charlotte Mascarpone,0,Big Mom's crew,Não tem,living,Officer,Sim
158,Charlotte Joscarpone,0,Big Mom's crew,Não tem,living,Officer,Sim
159,Charlotte Yu Yuan,0,Big Mom's crew,Não tem,living,Officer,Sim
160,Charlotte Newichi,0,Big Mom's crew,Não tem,living,Officer,Sim
